system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,primary_address_line_1,Website,PTO Website,PTO or Parent Coordinator contact availible?,Contact Pos,If_Contacted,If_Responded,Community_district,Council-district,Census_tract,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Police_precinct
24Q143,Q143,P.S. 143 Louis Armstrong,DOE,General Academic,Elementary,34-74 113 STREET,https://www.ps143q.org/,,1,Parent Coordinator,1,,403,21,38100,QN26,North Corona,Justine Lucas,Principal,718-429-5700,718-478-8306,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
28Q144,Q144,P.S. 144 Col Jeromus Remsen,DOE,General Academic,Elementary,93-02 69 AVENUE,https://www.ps144q.org/,https://www.ps144q.org/about_pa,1,PTA General,1,,406,29,72900,QN17,Forest Hills,REVA GLUCK SCHNEIDER,Principal,718-268-2775,718-575-3734,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
30Q145,Q145,I.S. 145 Joseph Pulitzer,DOE,General Academic,Junior High-Intermediate-Middle,33-34 80 STREET,https://www.145innovators.com/,https://www.145innovators.com/apps/pages/index.jsp?uREC_ID=1715283&type=d&pREC_ID=1815657,1,PTA General,1,,403,25,28500,QN28,Jackson Heights,IVAN RODRIGUEZ,Principal,718-457-1242,718-335-0601,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
27Q146,Q146,P.S. 146 Howard Beach,DOE,General Academic,K-8,98-01 159 AVENUE,http://www.ps146q.org/,http://www.ps146q.org/pta,1,PTA General,1,-1,410,32,88400,QN57,Lindenwood-Howard Beach,MARY KEEGAN,Principal,718-659-3140,718-641-0901,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
29Q147,Q147,P.S./M.S. 147 Ronald McNair,DOE,General Academic,K-8,218-01 116 AVENUE,https://www.psms147q.com/,https://www.psms147q.com/pta,1,Parent Coordinator,1,,413,27,59800,QN33,Cambria Heights,Afua Hill,Principal,718-528-2420,718-723-7819,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
30Q148,Q148,P.S. 148 Queens,DOE,General Academic,Elementary,89-02 32 AVENUE,https://www.ps148q.com/,https://www.ps148q.com/copy-of-clubs,1,PTA General,1,,403,25,33900,QN28,Jackson Heights,YOLANDA HARVEY,Principal,718-898-8181,718-476-2992,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
30Q149,Q149,P.S. 149 Christa McAuliffe,DOE,General Academic,Elementary,93-11 34 AVENUE,https://www.ps149q.org/,https://www.ps149q.org/pta__slt,1,Parent Coordinator,1,,403,25,27300,QN28,Jackson Heights,Onalis Hernandez,Principal,718-898-3630,718-476-1976,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
30Q150,Q150,P.S. 150 Queens,DOE,General Academic,Elementary,40-01 43 AVENUE,https://www.q150.org/,https://www.q150.org/pta__slt,1,PTA General,1,,402,26,18101,QN31,Hunters Point-Sunnyside-West Maspeth,CARMEN PARACHE,Principal,718-784-2252,718-729-7823,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",108
30Q151,Q151,P.S. 151 Mary D. Carter,DOE,General Academic,Elementary,50-05 31 AVENUE,https://ps151q.com/,,0,,0,,401,22,16300,QN70,Astoria,Samantha Maisonet,Principal,718-728-2676,718-545-2028,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
30Q152,Q152,P.S. 152 Gwendoline N. Alleyne School,DOE,General Academic,Elementary,33-52 62 STREET,https://sites.google.com/152q.org/the-courier,,0,,0,,402,26,29300,QN63,Woodside,VINCENT VITOLO,Principal,718-429-3141,718-779-7532,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",108
24Q153,Q153,P.S. 153 Maspeth Elem,DOE,General Academic,Elementary,60-02 60 LANE,https://ps153q.wixsite.com/153q,https://ps153q.wixsite.com/153q/pta,1,PTA General,1,,405,30,59900,QN30,Maspeth,David Berkowitz,Principal,718-821-7850,718-386-7392,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",104
25Q154,Q154,P.S. 154 Queens,DOE,General Academic,Elementary,75-02 162 STREET,http://www.ps154queensny.org/,http://www.ps154queensny.org/pta_members_and_meeting_dates,1,Parent Coordinator,1,,408,24,125700,QN37,Kew Gardens Hills,PAMELA GATHERS BULLARD,Principal,718-591-1500,718-591-8751,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
27Q155,Q155,P.S. 155,DOE,General Academic,Elementary,130-02 115 AVENUE,https://ps155q.wixsite.com/ps155,,0,,0,,410,28,17600,QN55,South Ozone Park,Gregory Jacobs,Principal,718-558-1310,718-558-1311,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
29Q156,Q156,P.S. 156 Laurelton,DOE,General Academic,Elementary,1,http://ps156q.weebly.com/,http://ps156q.weebly.com/pta-parents-calendar.html,0,,0,,413,31,64600,QN66,Laurelton,Estelle Moore,I.A. Principal,718-528-9173,718-723-7720,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
28Q157,Q157,J.H.S. 157 Stephen A. Halsey,DOE,General Academic,Junior High-Intermediate-Middle,63-55 102ND STREET,https://halsey157.org/,https://halsey157.org/pta/,1,PTA General,1,,406,29,72100,QN17,Forest Hills,VINCENT SURACI,Principal,718-830-4910,718-830-4993,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
26Q158,Q158,M.S. 158 Marie Curie,DOE,General Academic,Junior High-Intermediate-Middle,46-35 OCEANIA STREET,https://www.ms158q.com/,https://www.ms158q.com/pta,1,PTA General,1,,411,19,144700,QN46,Bayside-Bayside Hills,HENRY SCHANDEL,Principal,718-423-8100,718-423-8135,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
26Q159,Q159,P.S. 159,DOE,General Academic,Elementary,205-01 33 AVENUE,https://www.ps159q.com/,https://www.ps159q.com/groups/77937/pta/pta,1,PTA General,1,,411,19,109900,QN46,Bayside-Bayside Hills,Paul Didio,Principal,718-423-8553,718-423-8583,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
28Q160,Q160,P.S. 160 Walter Francis Bishop,DOE,General Academic,Elementary,109-59 INWOOD STREET,http://www.ps160q.org/,,0,,0,,412,28,19600,QN01,South Jamaica,Tiffany Hicks,Principal,929-398-3140,929-398-3142,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
28Q161,Q161,P.S. 161 Arthur Ashe School,DOE,General Academic,Elementary,101-33 124 STREET,http://www.ps161q.com/,http://www.ps161q.com/pta,1,PTA Co-Presidents,,,409,28,15600,QN54,Richmond Hill,JILL HODER,Principal,718-441-5493,718-441-6202,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",102
26Q162,Q162,P.S. 162 John Golden,DOE,General Academic,Elementary,201-02 53 AVENUE,https://ps162thejohngoldenschool.weebly.com/,,1,Parent Coordinator,1,,411,20,140901,QN46,Bayside-Bayside Hills,PAMELA LEE,Principal,718-423-8621,718-423-8647,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
25Q163,Q163,P.S. 163 Flushing Heights,DOE,General Academic,Elementary,159-01 59 AVENUE,,,1,PTA General,1,,407,20,121500,QN62,Queensboro Hill,Francine Marsaggi,Principal,718-353-2514,718-460-4244,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
25Q164,Q164,P.S. 164 Queens Valley,DOE,General Academic,K-8,138-01 77 AVENUE,http://psms164.com/,http://psms164.com/parent-teacher-association/,0,,0,,408,24,77902,QN37,Kew Gardens Hills,Lisa Liatto,Principal,718-544-1083,718-544-2042,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
25Q165,Q165,P.S. 165 Edith K. Bergtraum,DOE,General Academic,Elementary,70-35 150 STREET,https://www.ps165q.net/,https://www.ps165q.net/pta,0,,0,,408,24,77906,QN37,Kew Gardens Hills,Tiffany Davis,Principal,718-263-4004,718-793-9812,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
30Q166,Q166,P.S. 166 Henry Gradstein,DOE,General Academic,Elementary,33-09 35 AVENUE,http://www.ps166q.com/,https://www.ptaofps166.org/,1,PTA General,1,,401,26,5700,QN70,Astoria,Jessica Geller,Principal,718-786-6703,718-729-7443,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
28Q167,Q167,Metropolitan Expeditionary Learning School,DOE,General Academic,Secondary School,91-30 METROPOLITAN AVENUE,https://metropolitanels.com/,https://sites.google.com/a/metropolitanels.com/pta-website/?pli=1,1,PTA General,1,,406,29,64500,QN17,Forest Hills,PATRICK FINLEY,Principal,718-286-3500,718-286-3501,28,28,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,112
25Q169,Q169,P.S. 169 Bay Terrace,DOE,General Academic,Elementary,18-25 212 STREET,http://www.ps169q.org/,http://www.ps169q.org/pta,0,,0,,407,19,99704,QN47,Ft. Totten-Bay Terrace-Clearview,VANESSA ROSA,Principal,718-428-6160,718-224-1013,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
30Q171,Q171,P.S. 171 Peter G. Van Alst,DOE,General Academic,Elementary,14-14 29 AVENUE,https://ps171q.wixsite.com/ps171q,https://ps171q.wixsite.com/ps171q/parents,1,PTA General,1,,401,22,8300,QN71,Old Astoria,Lisa Stone,Principal,718-932-0909,718-932-6749,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
26Q172,Q172,Irwin Altman Middle School 172,DOE,General Academic,Junior High-Intermediate-Middle,81-14 257 STREET,https://www.ms172.org/,https://www.ms172.org/pta,0,,0,,413,23,157902,QN44,Glen Oaks-Floral Park-New Hyde Park,JEFFREY SLIVKO,Principal,718-831-4000,718-831-4008,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",105
26Q173,Q173,P.S. 173 Fresh Meadows,DOE,General Academic,Elementary,174-10 67 AVENUE,https://www.ps173q.org/,https://www.ps173q.org/pta,1,PTA General,,,408,24,122300,QN38,Pomonok-Flushing Heights-Hillcrest,MOLLY WANG,Principal,718-358-2243,718-358-2989,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
28Q174,Q174,P.S. 174 William Sidney Mount,DOE,General Academic,Elementary,65-10 DIETERLE CRESCENT,https://www.ps174.org/,https://www.ps174.org/parents.html,1,PTA General,1,,406,29,69702,QN18,Rego Park,KARIN KELLY,Principal,718-897-7006,718-897-7254,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
28Q175,Q175,P.S. 175 The Lynn Gross Discovery School,DOE,General Academic,Elementary,64-35 102 STREET,https://www.ps175q.com/,,0,,0,,406,29,72100,QN17,Forest Hills,Angela Teutschman,Principal,718-897-8600,718-997-8644,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
29Q176,Q176,P.S. 176 Cambria Heights,DOE,General Academic,Elementary,120-45 235 STREET,https://www.ps176q.com/,https://www.ps176q.com/pta,0,,0,,413,27,61400,QN33,Cambria Heights,MARISA CASTELLO,Principal,718-525-4057,718-276-3458,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
75Q177,Q177,P.S. Q177,DOE,Special Education,K-12 all grades,56-37 188 STREET,https://www.publicschool177q.com/,,0,,0,,411,20,141700,QN48,Auburndale,Christopher Duffy,Principal,718-357-4650,718-357-3507,26,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,111
26Q178,Q178,P.S./ IS 178 Holliswood,DOE,General Academic,K-8,189-10 RADNOR ROAD,https://www.holliswood178.org/,https://www.holliswood178.org/apps/pages/index.jsp?uREC_ID=276248&type=d,1,PTA General,1,,408,23,127700,QN06,Jamaica Estates-Holliswood,JESSICA CRUZ,Principal,718-464-5763,718-464-5766,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
29Q181,Q181,P.S. 181 Brookfield,DOE,General Academic,Elementary,148-15 230 STREET,https://www.ps181q.org/,https://www.ps181q.org/general-5,1,PTA General,1,,413,31,69400,QN03,Springfield Gardens South-Brookville,Dina Wheeler,Principal,718-528-5807,718-723-7825,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
28Q182,Q182,P.S. 182 Samantha Smith,DOE,General Academic,Elementary,153-27 88TH AVENUE,https://www.ps182q.org/,https://www.ps182q.org/,1,PTA General,1,,412,24,23600,QN35,Briarwood-Jamaica Hills,ANDREW TOPOL,Principal,718-298-7700,718-298-7706,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
27Q183,Q183,P.S. 183 Dr. Richard R. Green,DOE,General Academic,K-8,2-45 BEACH  79 STREET,https://www.psms183q.org/,,0,,0,,414,31,94202,QN12,Hammels-Arverne-Edgemere,MAUREEN CAMPBELL,Principal,718-634-9459,718-634-9458,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",100
25Q184,Q184,P.S. 184 Flushing Manor,DOE,General Academic,Elementary,163-15 21 ROAD,https://ps184q.com/,https://ps184q.com/pta/,0,,0,,407,19,101700,QN47,Ft. Totten-Bay Terrace-Clearview,Anna Dimilta,Principal,718-352-7800,718-352-0311,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
25Q185,Q185,J.H.S. 185 Edward Bleeker,DOE,General Academic,Junior High-Intermediate-Middle,147-26 25 DRIVE,https://sites.google.com/schools.nyc.gov/jhs185/home,https://sites.google.com/schools.nyc.gov/jhs185/parents/parent-teacher-association-pta?authuser=0,1,PTA General,1,,407,19,104700,QN51,Murray Hill,Theresa Mshar,Principal,718-445-3232,718-359-5352,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
26Q186,Q186,P.S. 186 Castlewood,DOE,General Academic,Elementary,252-12 72 AVENUE,https://sites.google.com/ps186.org/castlewood,,0,,0,,413,23,155102,QN44,Glen Oaks-Floral Park-New Hyde Park,Melissa Haidary,Principal,718-831-4021,718-831-4029,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",105
26Q188,Q188,P.S. 188 Kingsbury,DOE,General Academic,Elementary,218-12 HARTLAND AVENUE,,,1,PTA General,1,-1,411,23,129104,QN42,Oakland Gardens,JANET CARAISCO,Principal,929-600-5683,929-600-5685,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
25Q189,Q189,J.H.S. 189 Daniel Carter Beard,DOE,General Academic,Junior High-Intermediate-Middle,144-80 BARCLAY AVENUE,https://www.jhs189q.com/,,0,,0,,407,20,86300,QN51,Murray Hill,MAGDALEN RADOVICH,Principal,718-359-6676,718-358-0155,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
28Q190,Q190,J.H.S. 190 Russell Sage,DOE,General Academic,Junior High-Intermediate-Middle,68-17 AUSTIN STREET,https://www.russellsagems.org/,https://www.russellsagems.org/groups/83925/pta_executive_board/pta_copy,0,,0,,406,29,71305,QN17,Forest Hills,John Greggo,Principal,718-830-4970,718-830-3566,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
26Q191,Q191,P.S. 191 Mayflower,DOE,General Academic,Elementary,85-15 258 STREET,https://sites.google.com/schools.nyc.gov/ps191qmayflowerschool/,https://sites.google.com/schools.nyc.gov/ps191qmayflowerschool/ps191q-pta?authuser=0,0,,0,,413,23,157903,QN44,Glen Oaks-Floral Park-New Hyde Park,MICHAEL RANIERI,Principal,718-831-4032,718-831-4036,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",105
29Q192,Q192,I.S. 192 The Linden,DOE,General Academic,Junior High-Intermediate-Middle,109-89 204 STREET,,,0,,0,,412,27,50800,QN07,Hollis,HARRIET DIAZ,Principal,718-479-5540,718-217-4645,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",103
25Q193,Q193,P.S. 193 Alfred J. Kennedy,DOE,General Academic,Elementary,152-20 11 AVENUE,https://ps193q.weebly.com/,https://ps193q.weebly.com/parent-teacher-association.html,1,PTA General,1,,407,19,98700,QN49,Whitestone,Diane Tratner,Principal,718-767-8810,718-746-7617,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
25Q194,Q194,J.H.S. 194 William Carr,DOE,General Academic,Junior High-Intermediate-Middle,154-60 17 AVENUE,https://www.jhs194pta.org/,,1,PTA General,1,,407,19,102900,QN49,Whitestone,Jennifer Miller,Principal,718-746-0818,718-746-7618,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
29Q195,Q195,P.S. 195 William Haberle,DOE,General Academic,Elementary,253-50 149 AVENUE,https://www.ps195magnetacademy.org/,,0,,0,,413,31,66400,QN05,Rosedale,BERYL BAILEY,Principal,718-723-0313,718-723-7826,29,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
28Q196,Q196,P.S. 196 Grand Central Parkway,DOE,General Academic,Elementary,71-25 113 STREET,https://www.ps196q.com/,,0,,0,,406,29,75702,QN17,Forest Hills,SUSAN MIGLIANO,Principal,718-263-9770,718-575-3934,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
27Q197,Q197,P.S. 197 The Ocean School,DOE,General Academic,Elementary,825 HICKSVILLE ROAD,https://www.27q197.com/,https://www.27q197.com/basic-01,0,,0,,414,31,101002,QN15,Far Rockaway-Bayswater,Christina Villavicencio,Principal,718-327-1083,718-327-3518,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",101
24Q199,Q199,P.S. 199 Maurice A. Fitzgerald,DOE,General Academic,Elementary,39-20 48 AVENUE,https://www.ps199q.org/,https://www.ps199q.org/parent_teacher_association_pta,0,,0,,402,26,18900,QN31,Hunters Point-Sunnyside-West Maspeth,Kujtim Daliposki,I.A. Principal,718-784-3431,718-786-1375,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",108
25Q200,Q200,P.S./M.S. 200 - The Magnet School of Global Studie,DOE,General Academic,K-8,70-10 164 STREET,https://sites.google.com/globalstudiesandleadership.org/msgsl/home,,0,,0,,408,24,122701,QN38,Pomonok-Flushing Heights-Hillcrest,Kevin Mcauliffe,Principal,718-969-7780,718-380-2615,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
25Q201,Q201,P.S. 201 The Discovery School for Inquiry and Rese,DOE,General Academic,Elementary,65-11 155 STREET,https://www.ps201.org/,https://www.ps201.org/pta,0,,0,,408,24,122702,QN38,Pomonok-Flushing Heights-Hillcrest,Umit Serin,Principal,718-359-0620,718-321-2081,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",107
27Q202,Q202,J.H.S. 202 Robert H. Goddard,DOE,General Academic,Junior High-Intermediate-Middle,138-30 LAFAYETTE STREET,https://www.ms202q.org/,,1,PTA General,1,,410,32,5800,QN56,Ozone Park,WILLIAM FITZGERALD,Principal,718-848-0001,718-848-8082,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
26Q203,Q203,P.S. 203 Oakland Gardens,DOE,General Academic,Elementary,53-11 SPRINGFIELD BOULEVARD,http://www.oaklandgardens203.org/,http://www.oaklandgardens203.org/groups/11186/pta_of_ps_203/pta_of_ps_203,1,PTA General,1,,411,23,138501,QN42,Oakland Gardens,DEBORAH FLORIO,Principal,718-423-8652,718-423-8713,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
30Q204,Q204,I.S. 204 Oliver W. Holmes,DOE,General Academic,Junior High-Intermediate-Middle,36-41 28 STREET,https://owhschool.weebly.com/,,0,,0,,401,26,5100,QN68,Queensbridge-Ravenswood-Long Island City,Faye Erstejn Kotzer,Principal,718-937-1463,718-937-7964,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",114
26Q205,Q205,P.S. 205 Alexander Graham Bell,DOE,General Academic,Elementary,75-25 BELL BOULEVARD,https://ps205.org/,https://ps205.org/pta/,2,,0,,411,23,129103,QN42,Oakland Gardens,KAREN PIAZZA,Principal,718-464-5773,718-464-5875,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
28Q206,Q206,P.S. 206 The Horace Harding School,DOE,General Academic,Elementary,61-02 98 STREET,https://www.ps206q.org/,https://www.ps206q.org/pa.html,0,,0,,406,29,71702,QN18,Rego Park,Joan Thomas,Principal,718-592-0300,718-271-7011,28,28,COMMUNITY SCHOOL DISTRICT 28,"SARDUY, MABEL",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",112
27Q207,Q207,P.S. 207 Rockwood Park,DOE,General Academic,K-8,159-15 88 STREET,https://sites.google.com/schools.nyc.gov/ps207therockwoodparkschool/home,https://sites.google.com/schools.nyc.gov/ps207therockwoodparkschool/pta?authuser=0,1,PTA General,1,,410,32,89200,QN57,Lindenwood-Howard Beach,Eileen Davies,Principal,718-848-2700,718-848-4226,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",106
29Q208,Q208,P.S./I.S. 208,DOE,General Academic,K-8,74-30 COMMONWEALTH BLVD,https://www.psis208.com/,,0,,0,,413,23,156700,QN43,Bellerose,JAMES PHILEMY,Principal,718-468-6420,718-468-5054,26,29,COMMUNITY SCHOOL DISTRICT 29,"MITCHELL, BEVERLY",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",105
25Q209,Q209,P.S. 209 Clearview Gardens,DOE,General Academic,Elementary,16-10 UTOPIA PARKWAY,https://www.ps209q.com/,,1,Parent Coordinator,1,,407,19,101700,QN47,Ft. Totten-Bay Terrace-Clearview,MARY MCDONNELL,Principal,718-352-3939,718-352-0367,25,25,COMMUNITY SCHOOL DISTRICT 25,"DIMANGO, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",109
27Q210,Q210,J.H.S. 210 Elizabeth Blackwell,DOE,General Academic,Junior High-Intermediate-Middle,93-11 101 AVENUE,https://www.ms210q.org/,,0,,0,,409,32,3800,QN53,Woodhaven,KULJIT SINGH,Principal,718-845-5942,718-845-4037,27,27,COMMUNITY SCHOOL DISTRICT 27,"AMBERT, JENNIFER",NYCDOE Borough Office - Queens South,"WILKS, MARLENE",102
24Q211,Q211,Elm Tree Elementary School,DOE,General Academic,Elementary,50-51 98TH STREET,https://elmtreeschool.com/,,0,,0,,404,21,44302,QN25,Corona,Kristen Niven,Principal,929-208-4860,909-208-4862,24,24,COMMUNITY SCHOOL DISTRICT 24,"CHAN, MADELENE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",110
30Q212,Q212,P.S. 212,DOE,General Academic,Elementary,34-25 82 STREET,https://www.ps212q.com/,https://www.ps212q.com/pta.html,1,PTA General,1,,403,25,28300,QN28,Jackson Heights,CARIN ELLIS,Principal,718-898-6973,718-898-7068,30,30,COMMUNITY SCHOOL DISTRICT 30,"COMPOSTO, PHILIP",NYCDOE Borough Office - Queens North,"PISACANO, MARY",115
26Q213,Q213,P.S. 213 The Carl Ullman School,DOE,General Academic,Elementary,231-02 67 AVENUE,https://www.ps213q.com/,https://www.ps213q.com/welcome-to-the-pta.html,1,PTA General,1,,411,23,137700,QN42,Oakland Gardens,Megan Mccauley,Principal,718-423-8747,718-423-8805,26,26,COMMUNITY SCHOOL DISTRICT 26,"GIUNTA, DANIELLE",NYCDOE Borough Office - Queens North,"PISACANO, MARY",111
